Id,Population_2011_Census,Ward_Code,Ward_Name,District_Code,District,Crime_Rate,Open_Space,hh_Social_Rented,Job_Seekers,No_Qual,Cars_Per_Household,General_Fertility_Rate,Male_Life_Expectancy,Female_Life_Expectancy,Life_Expectancy,Children,Adult,Greater_Than_65,Non_White,Not_Born_In_UK,Not_English_Speaking
291,12526,00AYGS,Thornton,00AY,Lambeth,59.9,22.4,39.1,5.9,14.2,0.6,65.8,79,85.2,82.1,20.7,71.4,7.9,40.5,37,10.1
292,10385,00ABFY,Alibon,00AB,Barking and Dagenham,93.2,22.4,36.8,10.2,31.2,0.8,103.7,76.3,80.9,78.6,26.4,63.2,10.4,29.9,24.7,7.9
293,11977,00ATGQ,Isleworth,00AT,Hounslow,83.3,22.6,34.1,4.9,19.9,0.9,89.7,74.9,82.9,78.9,21.3,68.9,9.8,34.8,33.8,11.7
294,12700,00BHFY,Cathall,00BH,Waltham Forest,84.2,22.6,38.5,13.2,19.3,0.5,79.3,74.9,81.6,78.2,21.4,71.8,6.8,61,50.1,20
295,14349,00AJGL,Greenford Green,00AJ,Ealing,87,22.6,9.7,4.8,17.8,1.1,94.4,79,84,81.5,21,67.1,11.9,49,50.1,21.9
296,16603,00AZGK,Evelyn,00AZ,Lewisham,95.7,22.6,57.3,10.2,19.1,0.4,65.5,76.7,84,80.4,23.2,70.8,6,60.9,44.8,16
297,9578,00AXGN,Tudor,00AX,Kingston upon Thames,42.7,22.7,7.5,1.9,10.1,1.2,61.7,82.5,86.4,84.4,22.9,63.5,13.6,17.6,23.9,6.1
298,11479,00AHGN,Fieldway,00AH,Croydon,64.7,22.8,60.6,11,34.4,0.8,78.1,75.4,78.6,77,31.1,58.8,10.1,34.4,19.3,4.1
299,14039,00AMGM,Leabridge,00AM,Hackney,84.4,23,32,11.4,18.5,0.5,71.9,73.7,78.1,75.9,21.1,71.9,7,52.7,40.7,17.3
300,11240,00BAGC,Figge's Marsh,00BA,Merton,99,23,27.3,9.1,21,0.8,114.6,75.9,80.2,78,23.1,67.6,9.3,57.4,44.9,16.3
301,14429,00APGL,Northumberland Park,00AP,Haringey,124.1,23,48.6,20.8,29.2,0.5,81.7,73.8,84,78.9,27,65.1,7.9,60.9,53.5,25.5
302,10536,00BFGQ,Sutton West,00BF,Sutton,39.9,23.1,3.9,2.5,13.5,1.1,63.2,79.4,82.2,80.8,18.1,68,13.9,23,25.1,7.8
303,14390,00BEGS,Riverside,00BE,Southwark,147.9,23.2,34.3,4.7,13.5,0.5,50,78,80.8,79.4,12.4,81.2,6.4,31.2,40.5,12.7
304,11984,00AQGN,Queensbury,00AQ,Harrow,55.4,23.3,3.9,3.2,20.8,1.2,68.8,77.7,85.2,81.4,21.2,67.2,11.6,75,57.5,26.2
305,15986,00BGGD,Limehouse,00BG,Tower Hamlets,84.2,23.4,41.2,11.7,21.9,0.5,70.3,77,79.3,78.2,22.3,71.5,6.2,56.8,43.8,19.7
306,15968,00APGN,Seven Sisters,00AP,Haringey,95.2,23.4,31.8,10.3,24.4,0.5,90.7,77.6,89.3,83.4,27,65.7,7.3,41.2,49.1,22.5
307,11172,00BDGH,Saint Margarets and North Twickenham,00BD,Richmond upon Thames,55.1,23.5,4,1.6,6.6,1.1,61.7,84.1,94.5,89.3,21.8,68.7,9.5,12.3,23.3,4.8
308,15575,00BBGJ,East Ham South,00BB,Newham,92,23.5,31.1,10.4,24.3,0.7,100,74.9,80.2,77.6,27.9,64.7,7.4,67.7,46.6,19.7
309,10955,00AXGF,Grove,00AX,Kingston upon Thames,366.4,23.6,13.2,2.2,8.5,0.8,52.9,77.7,88.8,83.2,12.9,77.7,9.4,23.2,31.4,11.2
310,10483,00AXGK,Saint Mark's,00AX,Kingston upon Thames,63.1,23.9,6.7,2.9,6.7,0.9,54.8,81.4,81.3,81.4,11.1,80.7,8.2,21.3,29.1,8.9
311,12262,00ARGH,Hacton,00AR,Havering,32.8,24.1,4.4,3.1,25.3,1.3,45.4,80.6,85.2,82.9,16.6,63.7,19.7,7.3,7.3,1.7
312,14916,00AZGT,Rushey Green,00AZ,Lewisham,140.6,24.1,26.9,9.2,18,0.6,78.2,75.2,80.1,77.6,22,69,9,59.1,38,10.2
313,11557,00BEGJ,East Walworth,00BE,Southwark,166.9,24.1,53.9,7.4,20.8,0.4,58.2,74.5,81.9,78.2,18.5,73.2,8.3,51.8,43.8,13.7
314,15110,00BGGK,Shadwell,00BG,Tower Hamlets,77.9,24.2,42.7,14.8,21.3,0.4,78.3,81,95.2,88.1,22.4,71.3,6.3,64.4,45.1,23.2
315,15929,00ACGG,Garden Suburb,00AC,Barnet,82.1,24.2,4.9,2,8.2,7.2,73.5,82.7,87.3,85,20.4,63.3,16.3,21.4,36,10.9
316,16769,00AFGN,Cray Valley West,00AF,Bromley,84.7,24.2,33.5,7.1,28.5,1.1,68.2,76.6,82.6,79.6,23.6,61.5,14.9,13.9,10.9,2.5
317,15427,00AJGC,Acton Central,00AJ,Ealing,100.9,24.2,23.3,6.6,14.3,0.7,75.1,81.3,90.7,86,19.7,70.7,9.6,40,48.3,21
318,9738,00BAGM,Raynes Park,00BA,Merton,48.3,24.4,10.7,1.8,9.7,1,82.3,80,83.8,81.9,19.2,67.1,13.7,19.8,33.4,8.7
319,13651,00AFGY,Petts Wood and Knoll,00AF,Bromley,37.6,24.6,2.7,2.1,15.2,1.4,61.4,84.2,88.5,86.4,18.3,60.8,20.9,9.2,10.6,1.8
320,12519,00ALGT,Eltham North,00AL,Greenwich,59.9,24.6,17,4.1,20,1.1,57.9,77.9,86,82,18.6,64.8,16.6,11.3,13.9,3.4
321,11758,00APGP,Saintoud Green,00AP,Haringey,69.9,24.6,22.9,5.5,10.1,0.6,40,77,89.9,83.4,16.3,76.8,6.9,25.9,31.3,9
322,12488,00APGE,Fortis Green,00AP,Haringey,71.2,24.6,11.2,3.5,9.2,0.9,49.2,81.5,87.3,84.4,21.3,67.7,11,20.1,27.5,8.3
323,10285,00BFGH,Cheam,00BF,Sutton,45.3,24.7,2.5,1.9,14.6,1.5,46.3,82.3,83,82.6,19.8,60.5,19.7,21.2,18.6,3.3
324,12910,00BCGH,Fullwell,00BC,Redbridge,76.8,24.9,14.9,6.1,23.4,1.2,75.1,78.8,83.2,81,21.5,62.9,15.6,48.5,29.6,8
325,15106,00AYGK,Oval,00AY,Lambeth,146.2,24.9,34.8,6,13,0.4,42.1,77.1,79.8,78.4,14,78.8,7.2,36.9,42.6,15
326,12760,00ANGN,Sands End,00AN,Hammersmith and Fulham,73.8,25,33.9,4.2,12.8,0.6,48.6,78.2,81.8,80,17.9,73.7,8.4,30.6,39,11.8
327,13403,00AKHH,Winchmore Hill,00AK,Enfield,54.1,25.2,6.4,3.9,15.4,1.2,68.8,78.5,81.5,80,18.4,66.7,14.9,23.8,27,8.1
328,17326,00AFGX,Penge and Cator,00AF,Bromley,97.7,25.2,29.8,7.4,17,0.8,70.5,75.5,80.6,78,20.8,69.5,9.7,34.6,25.8,6.4
329,13725,00APGB,Bounds Green,00AP,Haringey,92.6,25.3,28.4,8.5,17.3,0.6,61.9,74.2,81.6,77.9,18.7,72.1,9.2,39.8,48.5,21.5
330,13517,00AJGQ,Northfield,00AJ,Ealing,49,25.6,6.7,2.6,8.7,0.9,63.4,84.2,85.2,84.7,18.8,70.2,11,23.2,36.2,11.1
331,14515,00AZGN,Ladywell,00AZ,Lewisham,90.7,25.6,23.6,6.1,12.8,0.7,63.6,74.5,79.2,76.8,18.3,72.8,8.9,45.4,35.4,9.4
332,13712,00AYGF,Gipsy Hill,00AY,Lambeth,94.3,25.7,33.5,7.3,13.9,0.5,70.1,77.2,83,80.1,22.5,69.4,8.1,44.9,30.6,7.7
333,10844,00ADGW,Sidcup,00AD,Bexley,53.1,25.8,6.7,2,19.1,1.2,43.7,76.4,78.8,77.6,15.8,64.2,20,10.1,10.6,2.2
334,12952,00ARGM,Hylands,00AR,Havering,61.9,26,7.2,3.2,23.7,1.4,43.1,77.8,84.5,81.2,17.6,66.2,16.2,9.7,7.9,1.7
335,11949,00BFGK,Saint Helier,00BF,Sutton,75.5,26,40.5,7.5,27.3,1,86.2,75.8,81.1,78.4,24.2,65.2,10.6,25.5,22.6,8.1
336,17625,00AJGK,Greenford Broadway,00AJ,Ealing,113.5,26.2,23.4,7.6,21.9,0.9,93.5,77.4,81.2,79.3,23.4,65.6,11,57.3,48.6,22.2
337,13979,00ASHA,Uxbridge South,00AS,Hillingdon,123,26.2,22.2,3.9,14.1,1,36.6,75.1,81.8,78.4,13.3,77.1,9.6,37.9,30.9,10
338,15311,00AFGW,Orpington,00AF,Bromley,77.6,26.3,15.8,4.8,22.3,1.2,57,79.1,84.6,81.8,19.2,59.6,21.2,12.6,11.9,2.3
339,10858,00ADGL,East Wickham,00AD,Bexley,45.3,26.5,12.6,4.6,26.4,1.2,71.2,79,84,81.5,18.9,63.1,18,16.9,13.4,3.2
340,12378,00AMGR,Springfield,00AM,Hackney,64.6,26.5,47,10.8,31.7,0.4,126.5,80.2,84.2,82.2,33.2,59.9,6.9,44.9,39.4,18.2
341,10109,00AXFZ,Beverley,00AX,Kingston upon Thames,74.5,26.5,11.5,2.9,15.2,1,66.1,76.8,80,78.4,20.7,66.4,12.9,32.6,32.4,13.3
342,14336,00AYGQ,Sainteatham South,00AY,Lambeth,69.7,26.6,15.5,7.6,17,0.8,69.3,81.3,84.5,82.9,20.7,68.4,10.9,52.5,44.5,15.8
343,15318,00BBGQ,Manor Park,00BB,Newham,83.3,26.6,22.5,10.9,20.7,0.7,97.6,75.3,79.5,77.4,23.5,69.4,7.1,81.5,56.2,27.6
344,15996,00BBGE,Canning Town South,00BB,Newham,86.2,26.6,36,9.2,22.6,0.5,59.8,74.5,85.9,80.2,21.1,71.8,7.1,54.5,47.5,19.9
345,13425,00AEGM,Dollis Hill,00AE,Brent,94.9,26.6,22.1,8,24.4,0.9,81.2,79.8,87.5,83.6,25.1,63.6,11.3,64.3,54.5,22
346,12330,00ATGC,Cranford,00AT,Hounslow,105,26.6,29.1,6,20.2,1,117.4,78.4,86.8,82.6,21.4,68.5,10.1,73.9,56.2,26.5
347,9987,00BDGK,South Twickenham,00BD,Richmond upon Thames,41.4,26.7,6.6,1.3,6.4,1.1,74.1,82.5,87,84.8,18.5,71.2,10.3,9.7,18.8,4
348,15561,00AJGM,Hanger Hill,00AJ,Ealing,73.2,26.7,4.7,3.3,9.2,1,71.1,83.2,88.2,85.7,19,68.2,12.8,43.1,53.1,23.8
349,14514,00APGU,Woodside,00AP,Haringey,99.2,26.8,23.2,9.2,20,0.6,59,74,84.4,79.2,19.2,72.3,8.5,43.2,54.2,25.6
350,16556,00BJGM,Saint Mary's Park,00BJ,Wandsworth,89.3,26.9,21.8,4.8,11.4,0.7,64.6,72.5,76.2,74.4,13.9,75.7,10.4,28.2,38.9,11.3
351,14767,00ASGW,Pinkwell,00AS,Hillingdon,97.8,26.9,20.4,6,22,1.2,94.4,74.5,86.2,80.4,26.3,65.1,8.6,68.2,45.3,18.5
352,10355,00BFGN,Sutton North,00BF,Sutton,49.9,27,11.1,3.8,21.6,1.1,60.5,76.9,82.9,79.9,20.1,63.4,16.5,21.9,21.1,6.1
353,10313,00BDGD,Heathfield,00BD,Richmond upon Thames,59,27,21.2,3.8,20.4,1.2,80,80.2,82.3,81.2,20.2,65,14.8,30.4,26.6,8.7
354,10039,00BFGF,Carshalton Central,00BF,Sutton,60,27,7,3.3,15.4,1.2,60.5,82.9,85.4,84.2,19.1,67.2,13.7,13.7,15,3.7
355,16263,00AKGU,Haselbury,00AK,Enfield,72.3,27,19.5,11,27.2,0.8,83.4,81,83.4,82.2,25.4,65.3,9.3,54.3,46,22.1
356,13528,00AGGT,Regent's Park,00AG,Camden,182.8,27,48,6.7,17.5,0.4,53.5,74.8,83.8,79.3,15.9,74.5,9.6,44.3,45.2,15.6
357,12319,00ATGJ,Heston East,00AT,Hounslow,83.7,27.1,15.7,4.6,16.1,1.2,83.5,85.6,86.2,85.9,20.4,69.1,10.5,77.4,56.5,26.1
358,14184,00BHGM,Leyton,00BH,Waltham Forest,104.6,27.1,34.5,12.5,21.1,0.6,83.6,79,80.7,79.8,24.3,68.3,7.4,63.5,48.8,20.8
359,14454,00AKHC,Southgate,00AK,Enfield,59.3,27.2,7.4,4.6,16.1,1.1,67,81.1,85.4,83.2,18.8,67.1,14.1,31.6,33.2,11.7
360,10210,00BKGL,Maida Vale,00BK,Westminster,76.6,27.2,24.5,4.6,13.2,0.5,71.6,87.6,88.8,88.2,17.9,72.9,9.2,37.6,49,15.2
361,15551,00BBGX,West Ham,00BB,Newham,78.6,27.2,40.9,10.9,20.9,0.5,64.1,77.2,80.9,79,21.6,71.4,7,65.5,51.2,22.1
362,12709,00AKGT,Grange,00AK,Enfield,70.2,27.4,3.4,3.1,16.1,1.3,60,82.5,86.1,84.3,17.6,63.6,18.8,19.6,22.1,6.4
363,8741,00AXGB,Chessington North and Hook,00AX,Kingston upon Thames,49.8,27.5,14.8,2.8,21.9,1.3,58.9,79,87.4,83.2,20.6,64.9,14.5,15,17.2,5
364,15174,00AMGK,Hoxton,00AM,Hackney,103.8,27.6,54.3,9.4,17.7,0.3,47.7,77.9,84,81,15.9,77.9,6.2,46.5,44.8,16.6
365,13449,00ASGG,Barnhill,00AS,Hillingdon,96.8,27.8,19.2,5.8,22.4,1.2,75.1,75.6,82.5,79,24.3,66.1,9.6,68.4,45.4,19
366,13431,00APGT,White Hart Lane,00AP,Haringey,97.8,27.8,48.7,14.4,30,0.6,73,74.2,79,76.6,27.4,64.2,8.4,52.5,44.6,19.2
367,12852,00AYGB,Clapham Common,00AY,Lambeth,91.7,27.9,23.7,3.8,8.3,0.7,43.3,77.8,82.1,80,15.6,77.6,6.8,24.3,33.5,7.6
368,14249,00AZGX,Whitefoot,00AZ,Lewisham,95.8,27.9,34.5,8.8,25.9,0.8,71.4,77.5,82.7,80.1,25.8,62.9,11.3,50.5,29.5,6.8
369,8178,00AWGA,Campden,00AW,Kensington and Chelsea,136.8,27.9,7,1.5,4.5,0.7,51.5,82.2,85,83.6,15.6,71.9,12.5,21.4,52.8,18.3
370,16394,00ACFX,Brunswick Park,00AC,Barnet,55.9,28,9,4,17.4,1.3,55.2,83.8,83.2,83.5,20.6,65,14.4,31.6,30.9,10.2
371,12551,00AMGP,New River,00AM,Hackney,75.2,28,44.5,8.5,29,0.4,128.2,79.9,82.8,81.4,28.9,63.4,7.7,39.3,40.2,19.4
372,8969,00AXGJ,Saint James,00AX,Kingston upon Thames,41.6,28.2,9.3,2.3,15.9,1.3,74.1,79.1,83.9,81.5,19.3,63,17.7,41.4,37.3,12.7
373,9387,00BDGB,Hampton North,00BD,Richmond upon Thames,64.2,28.2,22.5,2.9,17.6,1.2,47.3,80.7,87.3,84,19.3,65,15.7,16.3,20.1,5.4
374,14300,00ALGZ,Kidbrooke with Hornfair,00AL,Greenwich,72.7,28.2,32.1,6.8,23.7,0.9,73.2,76.2,84.1,80.2,20.3,67.8,11.9,33.6,27.3,7.6
375,11091,00AMGA,Brownswood,00AM,Hackney,79.1,28.2,32,6,14.1,0.4,41,77.9,83.9,80.9,14.4,79.4,6.2,38.2,42.7,18.6
376,9767,00AWGH,Holland,00AW,Kensington and Chelsea,93.2,28.2,11.9,3.1,7,0.7,72.6,90.4,86.1,88.2,18.2,70.8,11,32,56.7,20.9
377,9245,00AWGN,Redcliffe,00AW,Kensington and Chelsea,84.8,28.4,10.4,2.6,5.2,0.6,46.9,81.7,89.1,85.4,15.1,74.7,10.2,18.8,53.4,21.6
378,11197,00BAGS,Wimbledon Park,00BA,Merton,54.6,28.5,8.3,2,7.8,1,81.1,84.7,86.1,85.4,21.2,70.6,8.2,20.4,32.9,8.4
379,10026,00AQGL,Pinner,00AQ,Harrow,56.7,28.6,14.6,2.8,14.7,1.3,62.5,80.7,84.9,82.8,18.1,62.1,19.8,38,31.7,7.5
380,13636,00BHGP,Markhouse,00BH,Waltham Forest,105.4,29,24.4,11.3,20.8,0.6,97.6,75.9,78,77,23.2,69,7.8,58.2,45.8,19
381,15064,00APGR,Tottenham Hale,00AP,Haringey,133.3,29,39.2,11.8,24.7,0.5,69.1,75.7,78.3,77,23.6,68.6,7.8,57.4,53.5,22.3
382,7964,00AWGD,Cremorne,00AW,Kensington and Chelsea,89.4,29.2,43.4,4.8,15.4,0.5,51.8,83.2,89.7,86.4,15.6,69.1,15.3,32.5,44.4,17.2
383,14506,00AKHB,Southbury,00AK,Enfield,103.3,29.3,24,8.1,24.6,0.9,87.5,79.6,81.3,80.4,25,65.5,9.5,36.2,30.2,12
384,11734,00AMGU,Wick,00AM,Hackney,95.9,29.5,53.8,12.2,22.8,0.5,53.4,74.9,82.7,78.8,22.3,69.8,7.9,51.6,35.1,10.9
385,13923,00AKGM,Bush Hill Park,00AK,Enfield,53.7,29.6,5.2,4.1,20.4,1.3,61.1,79.6,84,81.8,18,64.8,17.2,26.8,25.7,7.7
386,10422,00BCGN,Monkhams,00BC,Redbridge,56.3,29.9,4.4,1.9,15,1.4,53.7,80.9,82.5,81.7,17,62.3,20.7,21.1,18.8,3.8
387,10442,00ADGQ,Longlands,00AD,Bexley,40.7,30,13.2,2.8,20.9,1.2,52.5,79.6,81.3,80.4,16.3,62,21.7,9.4,9.9,2.1
388,9988,00BKGS,Vincent Square,00BK,Westminster,92.5,30,34.5,4.3,11.7,0.4,39,80.3,90.4,85.4,14.5,72.9,12.6,29.3,44.6,17
389,15164,00BCGR,Seven Kings,00BC,Redbridge,96.4,30,8.2,8,18.4,1,82.3,78,79.7,78.8,24.2,66.6,9.2,76.7,47.6,19.3
390,12839,00BEGK,Faraday,00BE,Southwark,108.6,30,68.4,10.3,21.8,0.4,65.5,78.3,83.5,80.9,23.2,69.8,7,60.7,45.9,14.6
391,14567,00AZGJ,Downham,00AZ,Lewisham,90.4,30.1,40.9,9.9,30.2,0.7,66.7,74.3,81.8,78,24.7,62.6,12.7,41.7,24.8,6.2
392,11478,00ABGG,Longbridge,00AB,Barking and Dagenham,91.9,30.3,13.1,5.6,22.7,1.1,98.4,76.5,82.4,79.4,23,65.4,11.6,57.4,33.3,11.9
393,14781,00BGFZ,Bow East,00BG,Tower Hamlets,113.1,30.3,42.8,10.5,21.4,0.4,64.2,71.3,80.8,76,17.5,75.1,7.4,39.9,30.9,10.9
394,10399,00ALGW,Eltham West,00AL,Greenwich,61.6,30.5,44.1,6.2,30.8,0.9,47.9,74.2,81.7,78,22,65.7,12.3,24.6,21.3,6.4
395,14377,00AKHF,Turkey Sainteet,00AK,Enfield,74.6,30.5,26.3,9.5,30.2,1,74.1,76.2,81.4,78.8,25.5,63,11.5,37.9,31,14.1
396,13069,00BCGJ,Goodmayes,00BC,Redbridge,93.8,30.6,8.5,8.4,18.1,1,103,79.9,83.2,81.6,24.1,67.9,8,75.2,46.3,18.5
397,13411,00BBGF,Custom House,00BB,Newham,136,30.6,41.4,9.5,25.3,0.7,91.8,73.7,77.4,75.6,24.1,69.3,6.6,53.5,46.9,19.6
398,10828,00BKGQ,Saint James's,00BK,Westminster,1658,30.7,28,6.1,10.7,0.4,37.2,80.4,86.4,83.4,8.8,80.2,11,28.8,49,20
399,14106,00ASGY,Townfield,00AS,Hillingdon,147.8,30.8,30.1,7.9,24.7,1,94.6,74.8,79.4,77.1,23.2,67,9.8,62.9,44.7,18.1
400,15141,00BBGB,Beckton,00BB,Newham,121.2,30.9,36.5,6.5,19.2,0.7,55.1,81.9,82.6,82.2,22,73.2,4.8,54.2,49.7,23.5
401,10693,00AQGE,Hatch End,00AQ,Harrow,50.8,31.1,8.5,2.4,15.4,1.4,55.3,82,84.3,83.2,18.7,61.5,19.8,43.3,33,9.1
402,11977,00ARGF,Emerson Park,00AR,Havering,46.7,31.2,3.9,2.5,23.1,1.6,52.2,78.7,81.3,80,16.3,62.4,21.3,17.7,11.4,1.7
403,10784,00APGJ,Muswell Hill,00AP,Haringey,81,31.2,9.4,3,8.3,0.9,56.3,77.4,81.5,79.4,17.9,70,12.1,16.2,26.1,7
404,10801,00AHGR,New Addington,00AH,Croydon,87.4,31.2,42.2,7.9,34.8,1,72.7,74.4,80.5,77.4,25.8,61.5,12.7,23.7,13.9,3
405,14086,00BHFZ,Chapel End,00BH,Waltham Forest,95.7,31.2,15.7,8.2,18.7,0.9,103.4,75.8,86.7,81.2,24.1,67.9,8,48.5,36.9,14.1
406,11337,00BHGK,Larkswood,00BH,Waltham Forest,85.8,31.4,17.4,6.6,26.2,1.1,71.4,77.5,83.6,80.6,20,64.7,15.3,31.2,21.8,6.3
407,12199,00ASGP,Heathrow Villages,00AS,Hillingdon,308,31.4,14.8,3.7,19.2,1.1,86.9,75.8,82.8,79.3,20.8,69.8,9.4,50,43.2,17.1
408,14385,00ALGR,Charlton,00AL,Greenwich,66.2,31.6,41.1,7.4,20.8,0.7,89.3,74.1,79.9,77,21.8,67.5,10.7,36.2,31,9.4
409,15772,00AEGK,Barnhill,00AE,Brent,83.4,31.6,26.6,6.7,18.1,1,79,79.6,82.7,81.2,20.9,66.8,12.3,69.7,56.5,22.9
410,9675,00AYFZ,Bishop's,00AY,Lambeth,311.9,31.6,41.8,6.9,14.5,0.4,38.2,78,84,81,11.5,79.8,8.7,42,43,13.7
411,16402,00BJGT,West Hill,00BJ,Wandsworth,43.9,31.9,23.6,4.7,14.3,0.8,56.1,75.8,78.3,77,18.8,71.7,9.5,31.7,43.5,13.5
412,12811,00AEGW,Northwick Park,00AE,Brent,68.6,32,16.2,3.1,13.4,1.3,39.4,80.7,81.6,81.2,16.7,70.1,13.2,68.8,53.3,19.8
413,14370,00ASHB,West Drayton,00AS,Hillingdon,81.8,32,26.4,5.3,24.3,1.1,77.9,75.3,81.9,78.6,22.8,65.7,11.5,33.5,27.6,9.2
414,17402,00ACGS,West Hendon,00AC,Barnet,120.5,32,16.8,5,17.8,0.9,85.8,78.2,84.3,81.2,19.8,68.8,11.4,50.6,53.6,24.7
415,12915,00ARGN,Mawneys,00AR,Havering,59.9,32.1,11.4,5,29.6,1.2,65.3,80.2,89.2,84.7,19.4,62.5,18.1,11.5,9.3,2.5
416,15034,00ASGH,Botwell,00AS,Hillingdon,111,32.2,25.2,7.6,24,1.1,94.5,75.6,82,78.8,25,65.9,9.1,60.2,42.7,17.9
417,9862,00BAGR,West Barnes,00BA,Merton,57.7,32.3,5.2,2.4,13.9,1.1,82,82.9,82.4,82.6,20.4,66.2,13.4,30,33.7,9.3
418,8158,00BKGR,Tachbrook,00BK,Westminster,51.1,32.4,29.3,2.7,12.5,0.4,33.3,82.2,83.1,82.6,10.8,73.8,15.4,21.8,41.1,15.1
419,12955,00ARGP,Pettits,00AR,Havering,55.9,32.4,5.4,3.2,25.7,1.4,59.6,81,83.9,82.4,17,62.2,20.8,8.7,7.4,1.7
420,14884,00AFHB,West Wickham,00AF,Bromley,40.8,32.6,4.4,2.2,15.2,1.4,52.2,80.9,84.7,82.8,19.9,60.4,19.7,10.6,9.7,1.3
421,18171,00ALGX,Glyndon,00AL,Greenwich,65.6,32.6,41.4,10.5,21.4,0.6,91,73.2,77.4,75.3,22.9,70,7.1,55,42.2,13.8
422,17077,00AHHC,Waddon,00AH,Croydon,93.8,32.6,25.5,6.8,19.1,0.8,74.1,74.8,80.1,77.4,22.3,66.7,11,44.6,30.1,8.9
423,10131,00BDFY,Fulwell and Hampton Hill,00BD,Richmond upon Thames,38.8,32.7,8,1.9,10.8,1.1,69.6,78.4,80.7,79.6,21.1,66.4,12.5,9.9,16.7,4
424,9833,00AXGM,Tolworth and Hook Rise,00AX,Kingston upon Thames,61.4,33.1,10.7,2.7,18.4,1.2,74,80.3,89.7,85,20.5,66.6,12.9,27.2,26.1,8
425,11890,00ADGB,Belvedere,00AD,Bexley,67.6,33.2,16.1,6.1,23.7,1,78.6,77.9,82.5,80.2,22.4,64.9,12.7,28.4,20.4,5.1
426,17949,00AKGQ,Edmonton Green,00AK,Enfield,147.7,33.2,43.1,19.6,30.5,0.6,124.1,74.8,79.6,77.2,28,63.6,8.4,60.6,46.8,21.4
427,11578,00ASGU,Northwood Hills,00AS,Hillingdon,59.7,33.3,15.5,2.6,16.6,1.3,76.7,78.9,86,82.4,18.9,63.6,17.5,33.3,27.9,7.1
428,16743,00AHHE,Woodside,00AH,Croydon,78.6,33.3,19.8,8.4,17.1,0.8,75.4,79.3,80.6,80,24.4,67.7,7.9,55.1,28.4,6.3
429,13586,00ASHD,Yeading,00AS,Hillingdon,100.8,33.3,21.8,6,19.8,1.1,105.9,78.4,82.4,80.4,25.8,66.6,7.6,64.1,42.7,17.4
430,12142,00ASGM,Eastcote and East Ruislip,00AS,Hillingdon,52.5,33.4,7.2,2,13.6,1.5,54.3,80.5,87.4,84,17.8,62.2,20,20.2,17.5,3.7
431,12780,00BCGF,Cranbrook,00BC,Redbridge,81.7,33.4,5.3,5.1,17.6,1.2,83.3,77.5,83,80.2,20.5,66.6,12.9,75.4,44.5,15.1
432,13354,00BGGF,Mile End East,00BG,Tower Hamlets,113.9,33.4,52.9,14.8,23.3,0.4,74.3,73.4,78.7,76,23.9,70.4,5.7,66,43.5,20
433,12280,00AMGN,Lordship,00AM,Hackney,61.9,33.6,37,7.1,24.2,0.5,111.6,75.1,84.8,80,27.5,64.1,8.4,30.5,31.4,13.1
434,16239,00BJGR,Tooting,00BJ,Wandsworth,97,33.7,18,5.7,14.4,0.6,57.3,76,79.7,77.8,17.9,73.1,9,52.7,45.4,15.2
435,14051,00ALHB,Peninsula,00AL,Greenwich,167.4,33.7,30.6,4.1,15,0.6,68.2,74.6,85.1,79.8,16.9,74.8,8.3,30.6,33,10.4
436,12402,00BEGZ,Village,00BE,Southwark,83.3,33.8,15.5,2.8,9.4,1,65.5,77.9,81.6,79.8,23.7,65.4,10.9,20.1,22,3.5
437,12921,00AMGH,Hackney Downs,00AM,Hackney,90.8,33.8,43.1,11.6,19.3,0.4,67.4,74.9,83.3,79.1,18.9,73.9,7.2,51.7,39.5,15.5
438,14846,00BBGW,Wall End,00BB,Newham,63.7,33.9,17.7,8.4,19.6,0.7,89,78.6,80.3,79.4,25.2,68.3,6.5,82.2,59.8,29.7
439,14940,00BJGJ,Northcote,00BJ,Wandsworth,112.9,34,13.6,2.3,6.7,0.8,72.9,80.1,81.1,80.6,19,75,6,14.9,28.9,5.7
440,13743,00BEGT,Rotherhithe,00BE,Southwark,107.2,34.1,45.6,5.8,17.5,0.5,54.8,76.3,79.2,77.8,17.2,75.4,7.4,40.9,43.4,15.2
441,13753,00AEHD,Welsh Harp,00AE,Brent,85.3,34.2,19.2,7.7,22.6,0.9,85,81.2,88.5,84.8,21.3,67.3,11.4,61.3,55,22.9
442,14539,00AJGJ,Elthorne,00AJ,Ealing,103.8,34.2,20.2,5.9,15.1,0.8,71.4,74.8,85.5,80.2,19.7,70.6,9.7,34.9,40.6,16.9
443,9090,00BAGH,Lower Morden,00BA,Merton,36.5,34.3,4.1,3.1,20.9,1.3,67.7,80.1,86.6,83.4,19.2,65.6,15.2,21.9,22.1,5.9
444,13368,00BHGS,Wood Sainteet,00BH,Waltham Forest,89.4,34.4,30.9,9.8,20.8,0.7,102.1,75.3,83.2,79.2,23.3,67.5,9.2,50.4,38.7,14.4
445,15183,00AJGS,Northolt Mandeville,00AJ,Ealing,95.4,34.4,24.2,7.8,21.5,0.9,91.7,77.6,85,81.3,23.5,65.8,10.7,51.7,44.1,19.5
446,10107,00AXGG,Norbiton,00AX,Kingston upon Thames,71.6,34.5,31.2,4.9,17.7,0.8,67.4,76.2,78.2,77.2,18.8,72.1,9.1,31,34.1,13.6
